# SCADA frequency-deviation telemetry, generator G4.  dt = 0.2 s.
# Column: t (s), freq_dev (rad/s, rotor speed deviation from grid nominal).
# Question: is this deterministic (low-dimensional chaos) or stochastic noise?
t,freq_dev
267.2100,0.185946
267.4100,-0.001096
267.6100,-0.174988
267.8100,-0.316231
268.0100,-0.443038
268.2100,-0.521104
268.4100,-0.578779
268.6100,-0.580575
268.8100,-0.502769
269.0100,-0.428688
269.2100,-0.317962
269.4100,-0.168185
269.6100,0.014667
269.8100,0.164842
270.0100,0.353430
270.2100,0.518569
270.4100,0.709663
270.6100,0.845703
270.8100,0.980436
271.0100,0.981980
271.2100,1.038674
271.4100,1.083021
271.6100,1.050759
271.8100,1.023065
272.0100,1.029087
272.2100,0.950550
272.4100,0.898263
272.6100,0.864450
272.8100,0.874753
273.0100,0.861212
273.2100,0.825766
273.4100,0.843255
273.6100,0.895786
273.8100,0.931722
274.0100,0.955462
274.2100,1.041306
274.4100,1.111966
274.6100,1.144659
274.8100,1.256351
275.0100,1.347934
275.2100,1.389410
275.4100,1.391165
275.6100,1.421020
275.8100,1.385541
276.0100,1.293685
276.2100,1.061091
276.4100,0.959357
276.6100,0.659365
276.8100,0.460964
277.0100,0.224604
277.2100,-0.012958
277.4100,-0.242904
277.6100,-0.454361
277.8100,-0.568200
278.0100,-0.702040
278.2100,-0.797932
278.4100,-0.701423
278.6100,-0.704725
278.8100,-0.597593
279.0100,-0.526426
279.2100,-0.319573
279.4100,-0.131370
279.6100,0.072347
279.8100,0.256094
280.0100,0.450099
280.2100,0.681435
280.4100,0.835567
280.6100,1.014010
280.8100,1.183814
281.0100,1.256498
281.2100,1.326740
281.4100,1.345285
281.6100,1.375568
281.8100,1.335718
282.0100,1.276469
282.2100,1.274398
282.4100,1.222055
282.6100,1.239795
282.8100,1.300850
283.0100,1.325800
283.2100,1.447560
283.4100,1.564907
283.6100,1.764204
283.8100,1.987682
284.0100,2.136287
284.2100,2.323966
284.4100,2.404091
284.6100,2.403071
284.8100,2.292903
285.0100,2.136946
285.2100,1.873869
285.4100,1.517413
285.6100,1.163465
285.8100,0.866540
286.0100,0.531612
286.2100,0.251140
286.4100,-0.054323
286.6100,-0.346269
286.8100,-0.631476
287.0100,-0.948139
287.2100,-1.235874
287.4100,-1.542197
287.6100,-1.768415
287.8100,-1.987543
288.0100,-2.084406
288.2100,-2.128432
288.4100,-2.039103
288.6100,-1.883289
288.8100,-1.716961
289.0100,-1.472602
289.2100,-1.234462
289.4100,-0.963238
289.6100,-0.714113
289.8100,-0.507948
290.0100,-0.311665
290.2100,-0.052902
290.4100,0.118549
290.6100,0.423716
290.8100,0.645361
291.0100,0.891011
291.2100,1.311285
291.4100,1.620381
291.6100,1.902326
291.8100,2.236777
292.0100,2.479978
292.2100,2.643778
292.4100,2.662412
292.6100,2.638407
292.8100,2.573527
293.0100,2.483569
293.2100,2.463263
293.4100,2.472970
293.6100,2.629991
293.8100,2.747310
294.0100,2.974353
294.2100,3.107053
294.4100,3.197605
294.6100,3.186188
294.8100,2.947073
295.0100,2.703947
295.2100,2.403940
295.4100,2.127835
295.6100,1.941354
295.8100,1.800183
296.0100,1.720642
296.2100,1.712073
296.4100,1.708434
296.6100,1.695872
296.8100,1.694757
297.0100,1.697578
297.2100,1.626484
297.4100,1.533903
297.6100,1.399678
297.8100,1.153518
298.0100,0.896035
298.2100,0.638260
298.4100,0.368288
298.6100,0.121181
298.8100,-0.107408
299.0100,-0.294897
299.2100,-0.461566
299.4100,-0.564924
299.6100,-0.670321
299.8100,-0.701555
300.0100,-0.708694
300.2100,-0.591377
300.4100,-0.510873
300.6100,-0.345385
300.8100,-0.196277
301.0100,0.006683
301.2100,0.172201
301.4100,0.393159
301.6100,0.626421
301.8100,0.724230
302.0100,0.922370
302.2100,1.050685
302.4100,1.107244
302.6100,1.160382
302.8100,1.184953
303.0100,1.135008
303.2100,1.128368
303.4100,1.064985
303.6100,1.029934
303.8100,0.996544
304.0100,0.980597
304.2100,0.973143
304.4100,0.980665
304.6100,0.960125
304.8100,1.064699
305.0100,1.101466
305.2100,1.164667
305.4100,1.231651
305.6100,1.340025
305.8100,1.463091
306.0100,1.566767
306.2100,1.611799
306.4100,1.712267
306.6100,1.753464
306.8100,1.586378
307.0100,1.505148
307.2100,1.290289
307.4100,1.029704
307.6100,0.777578
307.8100,0.427340
308.0100,0.155049
308.2100,-0.108832
308.4100,-0.414294
308.6100,-0.661896
308.8100,-0.855931
309.0100,-1.024446
309.2100,-1.084253
309.4100,-1.173164
309.6100,-1.112397
309.8100,-1.072654
310.0100,-0.898790
310.2100,-0.738598
310.4100,-0.581312
310.6100,-0.296542
310.8100,-0.069044
311.0100,0.204757
311.2100,0.512658
311.4100,0.724747
311.6100,0.982354
311.8100,1.267839
312.0100,1.438889
312.2100,1.617656
312.4100,1.685974
312.6100,1.699068
312.8100,1.708103
313.0100,1.698341
313.2100,1.647221
313.4100,1.592777
313.6100,1.584496
313.8100,1.610028
314.0100,1.676031
314.2100,1.854575
314.4100,1.993233
314.6100,2.189824
314.8100,2.442277
315.0100,2.685914
315.2100,2.832466
315.4100,2.849757
315.6100,2.741672
315.8100,2.550788
316.0100,2.249829
316.2100,1.978062
316.4100,1.762378
316.6100,1.515462
316.8100,1.355588
317.0100,1.237266
317.2100,1.127241
317.4100,1.047864
317.6100,1.051197
317.8100,1.003018
318.0100,0.980690
318.2100,1.013638
318.4100,1.024592
318.6100,1.017715
318.8100,1.051464
319.0100,1.051307
319.2100,1.004194
319.4100,1.012416
319.6100,0.961799
319.8100,0.891405
320.0100,0.783703
320.2100,0.716179
320.4100,0.623259
320.6100,0.527081
320.8100,0.408098
321.0100,0.360455
321.2100,0.251558
321.4100,0.215788
321.6100,0.206893
321.8100,0.141572
322.0100,0.135955
322.2100,0.172577
322.4100,0.158239
322.6100,0.184424
322.8100,0.225521
323.0100,0.276143
323.2100,0.243445
323.4100,0.303242
323.6100,0.326444
323.8100,0.344954
324.0100,0.361360
324.2100,0.363693
324.4100,0.378405
324.6100,0.334024
324.8100,0.322670
325.0100,0.283680
325.2100,0.202544
325.4100,0.148001
325.6100,0.091638
325.8100,-0.038338
326.0100,-0.177850
326.2100,-0.303359
326.4100,-0.474993
326.6100,-0.620539
326.8100,-0.790249
327.0100,-1.012086
327.2100,-1.183401
327.4100,-1.323825
327.6100,-1.493325
327.8100,-1.572207
328.0100,-1.637570
328.2100,-1.621127
328.4100,-1.556959
328.6100,-1.412623
328.8100,-1.356282
329.0100,-1.247301
329.2100,-1.143767
329.4100,-1.045846
329.6100,-0.957503
329.8100,-0.914404
330.0100,-0.844395
330.2100,-0.867395
330.4100,-0.847005
330.6100,-0.891431
330.8100,-0.921605
331.0100,-1.013346
331.2100,-1.049965
331.4100,-1.120373
331.6100,-1.199059
331.8100,-1.308706
332.0100,-1.306396
332.2100,-1.364911
332.4100,-1.362284
332.6100,-1.308163
332.8100,-1.204744
333.0100,-1.037115
333.2100,-0.869697
333.4100,-0.626648
333.6100,-0.343500
333.8100,-0.078585
334.0100,0.174689
334.2100,0.417906
334.4100,0.631829
334.6100,0.828281
334.8100,0.987983
335.0100,1.027853
335.2100,1.112986
335.4100,1.085914
335.6100,1.006070
335.8100,0.944418
336.0100,0.788826
336.2100,0.654748
336.4100,0.521088
336.6100,0.384733
336.8100,0.221571
337.0100,0.041241
337.2100,-0.136190
337.4100,-0.385022
337.6100,-0.552076
337.8100,-0.823845
338.0100,-1.052104
338.2100,-1.291534
338.4100,-1.537473
338.6100,-1.740566
338.8100,-1.879318
339.0100,-1.936865
339.2100,-1.928550
339.4100,-1.867581
339.6100,-1.791211
339.8100,-1.657137
340.0100,-1.528479
340.2100,-1.384622
340.4100,-1.342314
340.6100,-1.214751
340.8100,-1.218254
341.0100,-1.224341
341.2100,-1.231228
341.4100,-1.272594
341.6100,-1.362310
341.8100,-1.436947
342.0100,-1.545295
342.2100,-1.599111
342.4100,-1.641559
342.6100,-1.659808
342.8100,-1.555327
343.0100,-1.436256
343.2100,-1.226946
343.4100,-0.981907
343.6100,-0.665850
343.8100,-0.319209
344.0100,-0.028478
344.2100,0.336725
344.4100,0.637721
344.6100,0.911354
344.8100,1.092057
345.0100,1.308108
345.2100,1.433852
345.4100,1.452384
345.6100,1.458488
345.8100,1.352948
346.0100,1.326778
346.2100,1.196614
346.4100,1.118327
346.6100,0.957721
346.8100,0.908560
347.0100,0.798885
347.2100,0.737199
347.4100,0.627783
347.6100,0.565255
347.8100,0.558228
348.0100,0.435901
348.2100,0.378972
348.4100,0.328679
348.6100,0.254648
348.8100,0.238757
349.0100,0.188201
349.2100,0.077231
349.4100,-0.006950
349.6100,-0.014096
349.8100,-0.081268
350.0100,-0.153716
350.2100,-0.214551
350.4100,-0.323314
350.6100,-0.378960
350.8100,-0.474481
351.0100,-0.548845
351.2100,-0.577958
351.4100,-0.692073
351.6100,-0.719344
351.8100,-0.854793
352.0100,-0.965376
352.2100,-1.036018
352.4100,-1.114430
352.6100,-1.231702
352.8100,-1.340104
353.0100,-1.354832
353.2100,-1.341140
353.4100,-1.334564
353.6100,-1.240497
353.8100,-1.049835
354.0100,-0.863605
354.2100,-0.646943
354.4100,-0.366645
354.6100,-0.097596
354.8100,0.197237
355.0100,0.452016
355.2100,0.704014
355.4100,0.888488
355.6100,0.989846
355.8100,1.124085
356.0100,1.176322
356.2100,1.161359
356.4100,1.125403
356.6100,1.014398
356.8100,0.903767
357.0100,0.822904
357.2100,0.654089
357.4100,0.495338
357.6100,0.414700
357.8100,0.227581
358.0100,0.073685
358.2100,-0.122847
358.4100,-0.311324
358.6100,-0.515256
358.8100,-0.725075
359.0100,-0.953255
359.2100,-1.261026
359.4100,-1.455707
359.6100,-1.733123
359.8100,-1.929914
360.0100,-2.030837
360.2100,-2.102042
360.4100,-2.106570
360.6100,-1.948593
360.8100,-1.871514
361.0100,-1.705264
361.2100,-1.571484
361.4100,-1.437231
361.6100,-1.397386
361.8100,-1.327492
362.0100,-1.358065
362.2100,-1.350569
362.4100,-1.447201
362.6100,-1.520129
362.8100,-1.566587
363.0100,-1.684259
363.2100,-1.749306
363.4100,-1.720995
363.6100,-1.707825
363.8100,-1.605949
364.0100,-1.376298
364.2100,-1.153536
364.4100,-0.800861
364.6100,-0.464618
364.8100,-0.153068
365.0100,0.191666
365.2100,0.539995
365.4100,0.842947
365.6100,1.089852
365.8100,1.334485
366.0100,1.432579
366.2100,1.546249
366.4100,1.563113
366.6100,1.527793
366.8100,1.463206
367.0100,1.335091
367.2100,1.267087
367.4100,1.151544
367.6100,1.052757
367.8100,0.963427
368.0100,0.907768
368.2100,0.894931
368.4100,0.839899
368.6100,0.845738
368.8100,0.863789
369.0100,0.872941
369.2100,0.903386
369.4100,0.894722
369.6100,0.913494
369.8100,0.993051
370.0100,1.015493
370.2100,1.062481
370.4100,1.059597
370.6100,1.085458
370.8100,1.058811
371.0100,1.011482
371.2100,0.936764
371.4100,0.840519
371.6100,0.724010
371.8100,0.597930
372.0100,0.481811
372.2100,0.322436
372.4100,0.246581
372.6100,0.103759
372.8100,0.038713
373.0100,-0.046838
373.2100,-0.089189
373.4100,-0.057257
373.6100,-0.092184
373.8100,-0.076113
374.0100,-0.008726
374.2100,0.072333
374.4100,0.207200
374.6100,0.261237
374.8100,0.370672
375.0100,0.423811
375.2100,0.534683
375.4100,0.613116
375.6100,0.693130
375.8100,0.684662
376.0100,0.735535
376.2100,0.738946
376.4100,0.708065
376.6100,0.711784
376.8100,0.681011
377.0100,0.606264
377.2100,0.624696
377.4100,0.578320
377.6100,0.508589
377.8100,0.435231
378.0100,0.430084
378.2100,0.337435
378.4100,0.275342
378.6100,0.195658
378.8100,0.057015
379.0100,-0.031485
379.2100,-0.185049
379.4100,-0.334104
379.6100,-0.509637
379.8100,-0.707247
380.0100,-0.908783
380.2100,-1.174156
380.4100,-1.439635
380.6100,-1.701762
380.8100,-1.926304
381.0100,-2.137024
381.2100,-2.238612
381.4100,-2.249060
381.6100,-2.194928
381.8100,-2.061502
382.0100,-1.918348
382.2100,-1.714206
382.4100,-1.598105
382.6100,-1.521165
382.8100,-1.477402
383.0100,-1.420171
383.2100,-1.483424
383.4100,-1.550042
383.6100,-1.623368
383.8100,-1.712607
384.0100,-1.768565
384.2100,-1.840621
384.4100,-1.784824
384.6100,-1.757212
384.8100,-1.559962
385.0100,-1.356052
385.2100,-1.005629
385.4100,-0.716327
385.6100,-0.358242
385.8100,0.019940
386.0100,0.378703
386.2100,0.665403
386.4100,0.983544
386.6100,1.220432
386.8100,1.450041
387.0100,1.575624
387.2100,1.629747
387.4100,1.617459
387.6100,1.567576
387.8100,1.472595
388.0100,1.396102
388.2100,1.314159
388.4100,1.154122
388.6100,1.115318
388.8100,1.053563
389.0100,1.036224
389.2100,0.991929
389.4100,1.011544
389.6100,1.014821
389.8100,1.085880
390.0100,1.122570
390.2100,1.173552
390.4100,1.241509
390.6100,1.279385
390.8100,1.286399
391.0100,1.334951
391.2100,1.298213
391.4100,1.217029
391.6100,1.125029
391.8100,0.977128
392.0100,0.749213
392.2100,0.555183
392.4100,0.394424
392.6100,0.188543
392.8100,-0.044278
393.0100,-0.221038
393.2100,-0.349209
393.4100,-0.450728
393.6100,-0.537719
393.8100,-0.529423
394.0100,-0.537669
394.2100,-0.478297
394.4100,-0.341541
394.6100,-0.248020
394.8100,-0.085818
395.0100,0.095464
395.2100,0.275904
395.4100,0.430920
395.6100,0.609179
395.8100,0.746914
396.0100,0.930312
396.2100,1.011953
396.4100,1.049091
396.6100,1.112252
396.8100,1.140049
397.0100,1.127629
397.2100,1.132758
397.4100,1.095367
397.6100,1.029357
397.8100,1.016619
398.0100,0.981916
398.2100,1.015925
398.4100,1.034718
398.6100,1.125992
398.8100,1.135882
399.0100,1.176707
399.2100,1.312101
399.4100,1.454839
399.6100,1.568248
399.8100,1.718230
400.0100,1.853391
400.2100,1.951818
400.4100,1.961038
400.6100,1.883746
400.8100,1.768096
401.0100,1.516406
401.2100,1.235285
401.4100,0.900705
401.6100,0.578839
401.8100,0.270427
402.0100,-0.106323
402.2100,-0.394643
402.4100,-0.678903
402.6100,-0.972775
402.8100,-1.193005
403.0100,-1.399555
403.2100,-1.464784
403.4100,-1.508388
403.6100,-1.490187
403.8100,-1.427015
404.0100,-1.255788
404.2100,-1.018984
404.4100,-0.781340
404.6100,-0.569191
404.8100,-0.297412
405.0100,-0.071044
405.2100,0.211032
405.4100,0.498842
405.6100,0.799749
405.8100,1.056399
406.0100,1.393595
406.2100,1.664911
406.4100,1.834433
406.6100,1.984970
406.8100,2.099341
407.0100,2.090207
407.2100,2.017328
407.4100,2.021490
407.6100,1.958734
407.8100,1.931402
408.0100,2.021803
408.2100,2.085394
408.4100,2.236504
408.6100,2.477500
408.8100,2.704798
409.0100,2.936881
409.2100,3.101793
409.4100,3.093962
409.6100,2.971263
409.8100,2.793772
410.0100,2.524012
410.2100,2.288469
410.4100,2.099762
410.6100,1.978809
410.8100,1.939315
411.0100,1.900921
411.2100,1.961192
411.4100,1.936307
411.6100,1.962499
411.8100,1.907656
412.0100,1.832340
412.2100,1.683589
412.4100,1.472967
412.6100,1.154336
412.8100,0.863312
413.0100,0.541558
413.2100,0.223412
413.4100,-0.081794
413.6100,-0.330473
413.8100,-0.609660
414.0100,-0.778269
414.2100,-0.938912
414.4100,-1.056729
414.6100,-1.107349
414.8100,-1.095170
415.0100,-0.949490
415.2100,-0.877989
415.4100,-0.638901
415.6100,-0.441273
415.8100,-0.218302
416.0100,0.024302
416.2100,0.333967
416.4100,0.611673
416.6100,0.810488
416.8100,1.051486
417.0100,1.271221
417.2100,1.404005
417.4100,1.532721
417.6100,1.526336
417.8100,1.550668
418.0100,1.487663
418.2100,1.513519
418.4100,1.417976
418.6100,1.364159
418.8100,1.406484
419.0100,1.439825
419.2100,1.552494
419.4100,1.619974
419.6100,1.778551
419.8100,1.974987
420.0100,2.194416
420.2100,2.347324
420.4100,2.502227
420.6100,2.533058
420.8100,2.443651
421.0100,2.267795
421.2100,2.001137
421.4100,1.670895
421.6100,1.387657
421.8100,1.015629
422.0100,0.760712
422.2100,0.465887
422.4100,0.166732
422.6100,-0.117728
422.8100,-0.376151
423.0100,-0.634007
423.2100,-0.905517
423.4100,-1.195413
423.6100,-1.459039
423.8100,-1.749675
424.0100,-1.952698
424.2100,-2.139184
424.4100,-2.151690
424.6100,-2.122187
424.8100,-2.000761
425.0100,-1.769420
425.2100,-1.540065
425.4100,-1.356130
425.6100,-1.045164
425.8100,-0.827525
426.0100,-0.536867
426.2100,-0.271958
426.4100,-0.093999
426.6100,0.163174
426.8100,0.415457
427.0100,0.704941
427.2100,1.010367
427.4100,1.344362
427.6100,1.634450
427.8100,2.017535
428.0100,2.266849
428.2100,2.520963
428.4100,2.669510
428.6100,2.686101
428.8100,2.597308
429.0100,2.510442
429.2100,2.437080
429.4100,2.419288
429.6100,2.491498
429.8100,2.569119
430.0100,2.790853
430.2100,2.998893
430.4100,3.158622
430.6100,3.208831
430.8100,3.140139
431.0100,2.906341
431.2100,2.632519
431.4100,2.338197
431.6100,2.109821
431.8100,1.839615
432.0100,1.767195
432.2100,1.655958
432.4100,1.619954
432.6100,1.601618
432.8100,1.593752
433.0100,1.630065
433.2100,1.609123
433.4100,1.580920
433.6100,1.443464
433.8100,1.354941
434.0100,1.143168
434.2100,0.913338
434.4100,0.667534
434.6100,0.425569
434.8100,0.186044
435.0100,-0.017799
435.2100,-0.197514
435.4100,-0.360655
435.6100,-0.508238
435.8100,-0.567379
436.0100,-0.618187
436.2100,-0.590723
436.4100,-0.506711
436.6100,-0.441356
436.8100,-0.335445
437.0100,-0.209511
437.2100,-0.033869
437.4100,0.142775
437.6100,0.374515
437.8100,0.520902
438.0100,0.697379
438.2100,0.819986
438.4100,0.941098
438.6100,1.041790
438.8100,1.042591
439.0100,1.062907
439.2100,1.043600
439.4100,1.050296
439.6100,0.975570
439.8100,0.932670
440.0100,0.887812
440.2100,0.852246
440.4100,0.861719
440.6100,0.884349
440.8100,0.803889
441.0100,0.843844
441.2100,0.841966
441.4100,0.838338
441.6100,0.889536
441.8100,0.936309
442.0100,0.983403
442.2100,1.100376
442.4100,1.093706
442.6100,1.209019
442.8100,1.270140
443.0100,1.297118
443.2100,1.329574
443.4100,1.325381
443.6100,1.249196
443.8100,1.148061
444.0100,1.006092
444.2100,0.771333
444.4100,0.638823
444.6100,0.441928
444.8100,0.204204
445.0100,0.004230
445.2100,-0.224520
445.4100,-0.351346
445.6100,-0.483345
445.8100,-0.557627
446.0100,-0.562786
446.2100,-0.590573
446.4100,-0.527149
446.6100,-0.473530
446.8100,-0.315546
447.0100,-0.159844
447.2100,-0.004426
447.4100,0.179357
447.6100,0.420057
447.8100,0.543101
448.0100,0.718362
448.2100,0.874198
448.4100,1.037143
448.6100,1.145355
448.8100,1.166399
449.0100,1.170450
449.2100,1.175623
449.4100,1.187077
449.6100,1.120275
449.8100,1.139151
450.0100,1.116418
450.2100,1.079642
450.4100,1.097912
450.6100,1.127183
450.8100,1.193860
451.0100,1.218291
451.2100,1.366252
451.4100,1.465025
451.6100,1.609152
451.8100,1.790657
452.0100,1.943006
452.2100,2.055256
452.4100,2.110220
452.6100,2.104714
452.8100,2.036898
453.0100,1.841393
453.2100,1.540346
453.4100,1.232668
453.6100,0.859200
453.8100,0.522620
454.0100,0.187233
454.2100,-0.175492
454.4100,-0.499443
454.6100,-0.789980
454.8100,-1.089863
455.0100,-1.363847
455.2100,-1.545684
455.4100,-1.703583
455.6100,-1.743512
455.8100,-1.745737
456.0100,-1.656619
456.2100,-1.492299
456.4100,-1.301017
456.6100,-1.089375
456.8100,-0.850270
457.0100,-0.587551
457.2100,-0.345486
457.4100,-0.082686
457.6100,0.117107
457.8100,0.414924
458.0100,0.701500
458.2100,1.014889
458.4100,1.313402
458.6100,1.619658
458.8100,1.928376
459.0100,2.147627
459.2100,2.275740
459.4100,2.392783
459.6100,2.375419
459.8100,2.285069
460.0100,2.244286
460.2100,2.171033
460.4100,2.220598
460.6100,2.276978
460.8100,2.422412
461.0100,2.648602
461.2100,2.883666
461.4100,3.113197
461.6100,3.225122
461.8100,3.194356
462.0100,3.022442
462.2100,2.721200
462.4100,2.543217
462.6100,2.287709
462.8100,2.177859
463.0100,2.112158
463.2100,2.072398
463.4100,2.078516
463.6100,2.117342
463.8100,2.136314
464.0100,2.097939
464.2100,1.996027
464.4100,1.809106
464.6100,1.600714
464.8100,1.275269
465.0100,0.964645
465.2100,0.601339
465.4100,0.273325
465.6100,-0.051662
465.8100,-0.337986
466.0100,-0.602021
466.2100,-0.849782
466.4100,-1.059587
466.6100,-1.198671
466.8100,-1.223302
467.0100,-1.266113
467.2100,-1.201484
467.4100,-1.038561
467.6100,-0.865254
467.8100,-0.654339
468.0100,-0.421113
468.2100,-0.094166
468.4100,0.150841
468.6100,0.442363
468.8100,0.712306
469.0100,0.957070
469.2100,1.200754
469.4100,1.436399
469.6100,1.584061
469.8100,1.660506
470.0100,1.674729
470.2100,1.657392
470.4100,1.640460
470.6100,1.571190
470.8100,1.581825
471.0100,1.575725
471.2100,1.634136
471.4100,1.663772
471.6100,1.750219
471.8100,1.906333
472.0100,2.053106
472.2100,2.323587
472.4100,2.525220
472.6100,2.675789
472.8100,2.690182
473.0100,2.587920
473.2100,2.370686
473.4100,2.099926
473.6100,1.807681
473.8100,1.452715
474.0100,1.180290
474.2100,0.903496
474.4100,0.730738
474.6100,0.512996
474.8100,0.306993
475.0100,0.083840
475.2100,-0.067137
475.4100,-0.252251
475.6100,-0.425844
475.8100,-0.617864
476.0100,-0.800437
476.2100,-1.027433
476.4100,-1.222909
476.6100,-1.462447
476.8100,-1.696091
477.0100,-1.891849
477.2100,-2.047972
477.4100,-2.095266
477.6100,-2.092617
477.8100,-1.957261
478.0100,-1.761083
478.2100,-1.511269
478.4100,-1.154918
478.6100,-0.866987
478.8100,-0.497528
479.0100,-0.164336
479.2100,0.135903
479.4100,0.495887
479.6100,0.853682
479.8100,1.195059
480.0100,1.521592
480.2100,1.859920
480.4100,2.081326
480.6100,2.252881
480.8100,2.304369
481.0100,2.306427
481.2100,2.221444
481.4100,2.157892
481.6100,2.112615
481.8100,2.091011
482.0100,2.131838
482.2100,2.235830
482.4100,2.433830
482.6100,2.640622
482.8100,2.817105
483.0100,2.924024
483.2100,2.948414
483.4100,2.852754
483.6100,2.557485
483.8100,2.275346
484.0100,1.974406
484.2100,1.639226
484.4100,1.456818
484.6100,1.248072
484.8100,1.138825
485.0100,0.991508
485.2100,0.897543
485.4100,0.851672
485.6100,0.825026
485.8100,0.795787
486.0100,0.808036
486.2100,0.798540
486.4100,0.849074
486.6100,0.905391
486.8100,0.969996
487.0100,0.985498
487.2100,1.012331
487.4100,1.055738
487.6100,1.062930
487.8100,1.068401
488.0100,1.030396
488.2100,0.962043
488.4100,0.910159
488.6100,0.838655
488.8100,0.765734
489.0100,0.687857
489.2100,0.596242
489.4100,0.505007
489.6100,0.477994
489.8100,0.405879
490.0100,0.413225
490.2100,0.387764
490.4100,0.339269
490.6100,0.379258
490.8100,0.381950
491.0100,0.370335
491.2100,0.408441
491.4100,0.420730
491.6100,0.367623
491.8100,0.419398
492.0100,0.412247
492.2100,0.413237
492.4100,0.420812
492.6100,0.380164
492.8100,0.369292
493.0100,0.344697
493.2100,0.318826
493.4100,0.296282
493.6100,0.224244
493.8100,0.176634
494.0100,0.141218
494.2100,0.046801
494.4100,-0.041173
494.6100,-0.201120
494.8100,-0.313597
495.0100,-0.465850
495.2100,-0.635501
495.4100,-0.855414
495.6100,-1.058826
495.8100,-1.334969
496.0100,-1.603120
496.2100,-1.868355
496.4100,-2.088398
496.6100,-2.282840
496.8100,-2.332488
497.0100,-2.328360
497.2100,-2.231798
497.4100,-2.076445
497.6100,-1.889315
497.8100,-1.710864
498.0100,-1.571531
498.2100,-1.479423
498.4100,-1.405844
498.6100,-1.395528
498.8100,-1.380999
499.0100,-1.441035
499.2100,-1.533054
499.4100,-1.519867
499.6100,-1.587004
499.8100,-1.625137
500.0100,-1.571751
500.2100,-1.492969
500.4100,-1.278483
500.6100,-1.097448
500.8100,-0.878901
501.0100,-0.545010
501.2100,-0.255656
501.4100,0.100567
501.6100,0.339721
501.8100,0.589805
502.0100,0.873144
502.2100,1.054402
502.4100,1.186523
502.6100,1.225770
502.8100,1.292577
503.0100,1.282066
503.2100,1.134821
503.4100,1.091453
503.6100,0.933127
503.8100,0.856399
504.0100,0.676639
504.2100,0.517799
504.4100,0.392217
504.6100,0.222663
504.8100,0.033147
505.0100,-0.120346
505.2100,-0.339499
505.4100,-0.577699
505.6100,-0.733449
505.8100,-1.030882
506.0100,-1.298616
506.2100,-1.543290
506.4100,-1.826705
506.6100,-2.025033
506.8100,-2.141818
507.0100,-2.190719
507.2100,-2.142169
507.4100,-2.016898
507.6100,-1.905158
507.8100,-1.732173
508.0100,-1.589232
508.2100,-1.509789
508.4100,-1.405797
508.6100,-1.388927
508.8100,-1.345233
509.0100,-1.386710
509.2100,-1.451850
509.4100,-1.553361
509.6100,-1.604059
509.8100,-1.689749
510.0100,-1.696976
510.2100,-1.698985
510.4100,-1.632645
510.6100,-1.446460
510.8100,-1.232230
511.0100,-0.985998
511.2100,-0.640859
511.4100,-0.338804
511.6100,-0.001793
511.8100,0.336743
512.0100,0.629129
512.2100,0.912248
512.4100,1.148871
512.6100,1.356288
512.8100,1.464833
513.0100,1.473785
513.2100,1.496719
513.4100,1.403538
513.6100,1.320930
513.8100,1.223254
514.0100,1.098382
514.2100,1.029871
514.4100,0.882151
514.6100,0.757059
514.8100,0.718538
515.0100,0.602611
515.2100,0.528182
515.4100,0.401290
515.6100,0.409120
515.8100,0.333592
516.0100,0.259822
516.2100,0.187335
516.4100,0.121790
516.6100,0.002813
516.8100,-0.067338
517.0100,-0.196959
517.2100,-0.292637
517.4100,-0.376609
517.6100,-0.512196
517.8100,-0.680948
518.0100,-0.795497
518.2100,-0.970286
518.4100,-1.162940
518.6100,-1.331890
518.8100,-1.549970
519.0100,-1.768907
519.2100,-1.929085
519.4100,-1.988238
519.6100,-2.091603
519.8100,-1.999479
520.0100,-1.838249
520.2100,-1.602860
520.4100,-1.346942
520.6100,-1.000174
520.8100,-0.643496
521.0100,-0.274252
521.2100,0.056751
521.4100,0.407381
521.6100,0.809393
521.8100,1.161160
522.0100,1.474285
522.2100,1.741472
522.4100,1.985108
522.6100,2.121253
522.8100,2.191615
523.0100,2.132342
523.2100,2.095630
523.4100,2.012884
523.6100,1.933517
523.8100,1.939034
524.0100,1.967975
524.2100,2.050362
524.4100,2.212000
524.6100,2.358709
524.8100,2.573661
525.0100,2.729221
525.2100,2.781080
525.4100,2.729331
525.6100,2.496642
525.8100,2.216802
526.0100,1.936166
526.2100,1.620837
526.4100,1.353026
526.6100,1.050127
526.8100,0.776387
527.0100,0.591236
527.2100,0.359829
527.4100,0.163376
527.6100,0.071073
527.8100,-0.143298
528.0100,-0.303448
528.2100,-0.477328
528.4100,-0.629757
528.6100,-0.846892
528.8100,-1.025820
529.0100,-1.278010
529.2100,-1.497255
529.4100,-1.645920
529.6100,-1.823660
529.8100,-1.970413
530.0100,-2.027081
530.2100,-1.985534
530.4100,-1.863906
530.6100,-1.598061
530.8100,-1.333478
531.0100,-1.016309
531.2100,-0.677991
531.4100,-0.313676
531.6100,0.031090
531.8100,0.393479
532.0100,0.711909
532.2100,1.094787
532.4100,1.458599
532.6100,1.697785
532.8100,1.939427
533.0100,2.115216
533.2100,2.186059
533.4100,2.172919
533.6100,2.070924
533.8100,2.037659
534.0100,1.941252
534.2100,1.922375
534.4100,1.975921
534.6100,2.044242
534.8100,2.207672
535.0100,2.436979
